show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,date_added_year
80081990,Dream/Killer,Andrew Jenks,"Bill Ferguson, Ryan Ferguson",United States,2019-11-20,2015,TV-MA,109 min,documentaries,this riveting crime doc follows bill as he confronts america's broken judicial system after his son is falsely sentenced to 40 years in prison.,Movie,2019
60004471,Evolution,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",United States,2019-11-20,2001,PG-13,102 min,"comedies, sci-fi & fantasy","after two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",Movie,2019
60022413,Eye for an Eye,John Schlesinger,"Sally Field, Kiefer Sutherland, Ed Harris, Beverly D'Angelo, Charlayne Woodard, Joe Mantegna, Olivia Burnette, Alexandra Kyle, Keith David, Philip Baker Hall",United States,2019-11-20,1996,R,101 min,"dramas, thrillers",grieving mother karen mccann takes justice into her own hands when the man who raped and murdered her daughter is freed on a technicality.,Movie,2019
81011957,Holiday Secrets,director desconhecido,"Corinna Harfouch, Christiane Paul, Svenja Jung, Leonie Benesch, Anita Vulesica, Barbara Nüsse, Hans-Uwe Bauer, Lorna zu Solms, Tilda Jenkins, Emilie Neumeister, Golo Euler, Dennis Herrmann, Maik Solbach, Merlin Rose",Germany,2019-11-20,2019,TV-MA,1 Season,"international tv shows, tv dramas",a christmas reunion becomes a gateway to the past in this three-part series that explores the intimate complexities of one family's history.,TV Show,2019
70058022,Hot Rod,Akiva Schaffer,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher, Sissy Spacek, Ian McShane, Will Arnett, Chris Parnell, Chester Tam",United States,2019-11-20,2007,PG-13,88 min,"comedies, sports movies",andy samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,Movie,2019
60022502,It Takes Two,Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett",United States,2019-11-20,1995,PG,101 min,"children & family movies, comedies","the olsen twins put a cute new spin on mark twain's classic tale ""the prince and the pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned amanda and wealthy alyssa.",Movie,2019
80244683,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,Mexico,2019-11-20,2019,TV-G,28 min,"documentaries, international movies, sports movies",lorena ramírez of mexico's rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.,Movie,2019
80028357,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom",2019-11-20,2014,R,103 min,"comedies, international movies, romantic movies","over the years, as they come and go in each other's life, childhood pals rosie and alex struggle to resolve the lasting, intimate bond between them.",Movie,2019
81217739,Mallesham,Raj R,"Jhansi, Priyadarshi Pullikonda, Ananya Nagalla",India,2019-11-20,2019,TV-PG,131 min,"dramas, independent movies, international movies","a self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community.",Movie,2019
60031884,Once Upon a Time in the West,Sergio Leone,"Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander","Italy, United States",2019-11-20,1968,PG-13,166 min,"action & adventure, classic movies, international movies","in this epic spaghetti western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-american iron horse.",Movie,2019
70117289,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer",United States,2019-11-20,2010,R,105 min,"comedies, romantic movies","when average-guy kirk starts dating drop-dead-gorgeous molly, his friends don't see it lasting, so kirk does everything he can to avoid losing molly.",Movie,2019
28631236,Superstar,Bruce McCulloch,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",United States,2019-11-20,1999,PG-13,82 min,comedies,a socially awkward catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.,Movie,2019
70121502,The Adventures of Tintin,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr","United States, New Zealand, United Kingdom",2019-11-20,2011,PG,107 min,children & family movies,"this 3-d motion capture adapts georges remi's classic comic strip about the adventures of fearless young journalist tintin and his trusty dog, snowy.",Movie,2019
70215455,The Devil Inside,William Brent Bell,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson",United States,2019-11-20,2012,R,84 min,"horror movies, thrillers","at once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism.",Movie,2019
506464,The First Wives Club,Hugh WIlson,"Bette Midler, Goldie Hawn, Diane Keaton, Maggie Smith, Dan Hedaya, Sarah Jessica Parker, Stockard Channing, Victor Garber, Stephen Collins, Marcia Gay Harden, Jennie Dundas, Elizabeth Berkley, Eileen Heckart, Bronson Pinchot, Rob Reiner",United States,2019-11-20,1996,PG,103 min,comedies,"following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",Movie,2019
60003508,The Gift,Sam Raimi,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes, Greg Kinnear, Hilary Swank, Michael Jeter, Kim Dickens, Gary Cole, Rosemary Harris, J.K. Simmons, Chelcie Ross, John Beasley",United States,2019-11-20,2000,R,112 min,"dramas, thrillers","when the authorities find a drowned woman's body, a small-town psychic starts having visions of who committed the murder.",Movie,2019
70105132,"The Goods: Live Hard, Sell Hard",Neal Brennan,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Tony Hale, Ken Jeong, Rob Riggle, Kristen Schaal, Alan Thicke, Jonathan Sadowski, Joey Kern, Craig Robinson",United States,2019-11-20,2009,R,89 min,comedies,"hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",Movie,2019
60004083,The Longest Yard,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti",United States,2019-11-20,1974,R,121 min,"classic movies, comedies, sports movies",washed-up professional quarterback paul crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.,Movie,2019
70087538,The Love Guru,Marco Schnabel,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins","United Kingdom, Germany, United States",2019-11-20,2008,PG-13,87 min,"comedies, sports movies","raised on an ashram in india, a self-styled love guru returns to his native america to settle a romantic rivalry between two pro hockey players.",Movie,2019
1181661,The Rainmaker,Francis Ford Coppola,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue","United States, Germany",2019-11-20,1997,PG-13,136 min,"dramas, thrillers",a young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,Movie,2019
60011552,What's Eating Gilbert Grape,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover",United States,2019-11-20,1993,PG-13,118 min,"classic movies, dramas, independent movies","in a backwater iowa town, young gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.",Movie,2019
80222157,Who Killed Little Gregory?,director desconhecido,cast desconhecido,France,2019-11-20,2019,TV-MA,1 Season,"crime tv shows, docuseries, international tv shows","when their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer.",TV Show,2019
70044693,World Trade Center,Oliver Stone,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother",United States,2019-11-20,2006,PG-13,129 min,"action & adventure, dramas","working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the world trade center's tragic collapse.",Movie,2019
70173046,Young Adult,Jason Reitman,"Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser, Jill Eikenberry, Mary Beth Hurt, Collette Wolfe, Richard Bekins, Kate Nowlin",United States,2019-11-20,2011,R,94 min,"comedies, dramas, independent movies","when a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex.",Movie,2019
70039187,"Yours, Mine and Ours",Raja Gosnell,"Dennis Quaid, Rene Russo, Sean Faris, Katija Pevec, Dean Collins, Tyler Patrick Jones, Haley Ramm, Brecken Palmer, Bridger Palmer, Ty Panitz",United States,2019-11-20,2005,PG,88 min,"children & family movies, comedies","when a father of eight and a mother of 10 prepare to wed, the couple's children attempt to sabotage the union in this remake of a 1968 comedy.",Movie,2019
70044686,Zodiac,David Fincher,"Mark Ruffalo, Jake Gyllenhaal, Robert Downey Jr., Anthony Edwards, Brian Cox, Elias Koteas, Donal Logue, John Carroll Lynch, Dermot Mulroney, Chloë Sevigny",United States,2019-11-20,2007,R,158 min,"cult movies, dramas, thrillers","a political cartoonist, a crime reporter and a pair of cops investigate san francisco's infamous zodiac killer in this thriller based on a true story.",Movie,2019
81073633,Iliza Shlesinger: Unveiled,Steve Paley,Iliza Shlesinger,United States,2019-11-19,2019,TV-MA,78 min,stand-up comedy,"here comes the bride, and she's got plenty to say. newlywed iliza shlesinger dissects wedding traditions as she mines her nuptials for laughs.",Movie,2019
81152642,Miss Culinary,director desconhecido,"Wanida Termthanaporn, Jason Young, Thanawin Teeraphosukarn, Thanabordee Jaiyen, Chonnikan Netjui, Passaranan Ussadamongkol, Janya Thanasawangkun, Jaturong Mokjok, Panadda Wongphudee️️",country desconhecido,2019-11-19,2019,TV-14,1 Season,"international tv shows, romantic tv shows, tv comedies","after ditching her domestic life to become a chef, a clueless maid crosses paths with two charming suitors who help her reach her dreams.",TV Show,2019
81105522,No Time for Shame,director desconhecido,Santiago Artemis,Argentina,2019-11-19,2019,TV-MA,1 Season,"international tv shows, reality tv, spanish-language tv shows","follow santiago artemis, a buenos aires fashion dynamo, as he makes his dreams come true while grappling with his love life, therapist and clients.",TV Show,2019
81191473,Candy Online,director desconhecido,"Ruby Zhan, Suun Lin, Sunnie Wang, Dean Tang, Lain Lu, Cheng Ko, Jacqueline Zhu, Chen Wen-shan, Ada Pan",Taiwan,2019-11-17,2019,TV-MA,1 Season,"international tv shows, tv dramas, teen tv shows","when a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in.",TV Show,2019
80025678,The Crown,director desconhecido,"Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser","United Kingdom, United States",1900-01-01,2019,TV-MA,3 Seasons,"british tv shows, international tv shows, tv dramas",this drama follows the political rivalries and romance of queen elizabeth ii's reign and the events that shaped the second half of the 20th century.,TV Show,1900
70189289,Drive,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Christina Hendricks, Ron Perlman, Oscar Isaac, Albert Brooks, Kaden Leos, Jeff Wolfe, James Biberi",United States,2019-11-16,2011,R,100 min,"action & adventure, dramas, independent movies",a hollywood stuntman and getaway driver is lured from his isolated life by a lovely neighbor – until her violent husband is released from prison.,Movie,2019
81132624,Iron Sky: The Coming Race,Timo Vuorensola,cast desconhecido,"Finland, Germany, Belgium",2019-11-16,2019,TV-MA,93 min,"action & adventure, comedies, international movies","decades after a nuclear war, survivors on the moon revisit earth to locate a potential power source – and find shape-shifting reptiles instead.",Movie,2019
80013267,Jeff Dunham: All Over the Map,Robb Dipple,Jeff Dunham,United States,2019-11-16,2014,TV-14,84 min,stand-up comedy,"america's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including achmed, peanut and walter.",Movie,2019
80046819,Suffragette,Sarah Gavron,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","United Kingdom, France",2019-11-16,2015,PG-13,107 min,"dramas, international movies","at the beginning of the 20th century, circumstances drive a young, idealistic suffragette to find radical approaches to fighting male oppression.",Movie,2019
70293315,The Green Inferno,Eli Roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi","United States, Spain, Chile, Peru",2019-11-16,2013,R,101 min,"horror movies, independent movies","determined to save an amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",Movie,2019
81179844,At the Dolphin Bay,director desconhecido,"Angela Chang, Ambrose Hui, Wallace Huo, Jill Hsu, Lin Wei Jun, Josie Leung, Mountain Kao, Liang Hsiu-shen",Taiwan,2019-11-15,2003,TV-14,1 Season,"international tv shows, romantic tv shows","encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love.",TV Show,2019
